Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Orge et produits","2017","8"
"Bilans Alimentaires (2010-)","Albanie","Semences","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Albanie","Pertes","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Albanie","Traitement","Orge et produits","2017","10"
"Bilans Alimentaires (2010-)","Albanie","Autres utilisations (non alimentaire)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Nourriture","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","0.19"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0.04"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Production","Maïs et produits","2017","381"
"Bilans Alimentaires (2010-)","Albanie","Importations - Quantité","Maïs et produits","2017","59"
"Bilans Alimentaires (2010-)","Albanie","Variation de stock","Maïs et produits","2017","-13"
"Bilans Alimentaires (2010-)","Albanie","Exportations - Quantité","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité intérieure","Maïs et produits","2017","453"
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Maïs et produits","2017","395"
"Bilans Alimentaires (2010-)","Albanie","Semences","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Albanie","Pertes","Maïs et produits","2017","42"
"Bilans Alimentaires (2010-)","Albanie","Traitement","Maïs et produits","2017","2"
"Bilans Alimentaires (2010-)","Albanie","Autres utilisations (non alimentaire)","Maïs et produits","2017","2"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Nourriture","Maïs et produits","2017","8"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","2.76"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","21"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","0.48"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.07"
"Bilans Alimentaires (2010-)","Albanie","Production","Seigle et produits","2017","3"
"Bilans Alimentaires (2010-)","Albanie","Importations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité intérieure","Seigle et produits","2017","3"
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Semences","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Pertes","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Nourriture","Seigle et produits","2017","2"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0.62"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","5"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0.12"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0.02"
"Bilans Alimentaires (2010-)","Albanie","Production","Avoine","2017","34"
"Bilans Alimentaires (2010-)","Albanie","Importations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Variation de stock","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Exportations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité intérieure","Avoine","2017","35"
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Avoine","2017","30"
"Bilans Alimentaires (2010-)","Albanie","Semences","Avoine","2017","2"
"Bilans Alimentaires (2010-)","Albanie","Pertes","Avoine","2017","2"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Nourriture","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.08"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.04"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.01"
"Bilans Alimentaires (2010-)","Albanie","Importations - Quantité","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité intérieure","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Production","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Importations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité intérieure","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Pertes","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Importations - Quantité","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Variation de stock","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité intérieure","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","0.04"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.01"
"Bilans Alimentaires (2010-)","Albanie","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Production","Blé et produits","2017","2437"
"Bilans Alimentaires (2010-)","Algérie","Importations - Quantité","Blé et produits","2017","8105"
"Bilans Alimentaires (2010-)","Algérie","Variation de stock","Blé et produits","2017","101"
"Bilans Alimentaires (2010-)","Algérie","Exportations - Quantité","Blé et produits","2017","10"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité intérieure","Blé et produits","2017","10431"
"Bilans Alimentaires (2010-)","Algérie","Aliments pour animaux","Blé et produits","2017","626"
"Bilans Alimentaires (2010-)","Algérie","Semences","Blé et produits","2017","123"
"Bilans Alimentaires (2010-)","Algérie","Pertes","Blé et produits","2017","736"
"Bilans Alimentaires (2010-)","Algérie","Traitement","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Autres utilisations (non alimentaire)","Blé et produits","2017","1831"
"Bilans Alimentaires (2010-)","Algérie","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Nourriture","Blé et produits","2017","7115"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","171.91"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","1322"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","39.89"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","4.86"
"Bilans Alimentaires (2010-)","Algérie","Production","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Importations - Quantité","Riz et produits","2017","190"
"Bilans Alimentaires (2010-)","Algérie","Variation de stock","Riz et produits","2017","28"
"Bilans Alimentaires (2010-)","Algérie","Exportations - Quantité","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité intérieure","Riz et produits","2017","163"
"Bilans Alimentaires (2010-)","Algérie","Aliments pour animaux","Riz et produits","2017","2"
"Bilans Alimentaires (2010-)","Algérie","Semences","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Pertes","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Nourriture","Riz et produits","2017","161"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","3.88"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","26"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","0.51"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.04"
"Bilans Alimentaires (2010-)","Algérie","Production","Orge et produits","2017","970"
"Bilans Alimentaires (2010-)","Algérie","Importations - Quantité","Orge et produits","2017","567"
"Bilans Alimentaires (2010-)","Algérie","Variation de stock","Orge et produits","2017","4"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité intérieure","Orge et produits","2017","1532"
"Bilans Alimentaires (2010-)","Algérie","Aliments pour animaux","Orge et produits","2017","940"
"Bilans Alimentaires (2010-)","Algérie","Semences","Orge et produits","2017","55"
"Bilans Alimentaires (2010-)","Algérie","Pertes","Orge et produits","2017","73"
"Bilans Alimentaires (2010-)","Algérie","Traitement","Orge et produits","2017","33"
"Bilans Alimentaires (2010-)","Algérie","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Nourriture","Orge et produits","2017","431"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","10.41"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","74"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","2.04"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.23"
"Bilans Alimentaires (2010-)","Algérie","Production","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Algérie","Importations - Quantité","Maïs et produits","2017","4161"
"Bilans Alimentaires (2010-)","Algérie","Variation de stock","Maïs et produits","2017","20"
"Bilans Alimentaires (2010-)","Algérie","Exportations - Quantité","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité intérieure","Maïs et produits","2017","4144"
"Bilans Alimentaires (2010-)","Algérie","Aliments pour animaux","Maïs et produits","2017","3209"
"Bilans Alimentaires (2010-)","Algérie","Semences","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Pertes","Maïs et produits","2017","290"
"Bilans Alimentaires (2010-)","Algérie","Traitement","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Nourriture","Maïs et produits","2017","645"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","15.59"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","125"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","3.14"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","1.1"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité intérieure","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Nourriture","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Production","Avoine","2017","64"
"Bilans Alimentaires (2010-)","Algérie","Importations - Quantité","Avoine","2017","7"
"Bilans Alimentaires (2010-)","Algérie","Variation de stock","Avoine","2017","-1"
"Bilans Alimentaires (2010-)","Algérie","Exportations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité intérieure","Avoine","2017","72"
"Bilans Alimentaires (2010-)","Algérie","Aliments pour animaux","Avoine","2017","63"
"Bilans Alimentaires (2010-)","Algérie","Semences","Avoine","2017","5"
"Bilans Alimentaires (2010-)","Algérie","Pertes","Avoine","2017","4"
"Bilans Alimentaires (2010-)","Algérie","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Nourriture","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.01"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Algérie","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0"
